created_at,username,acctdesc,location,total_tweets_created,account_creation_date,retweetcounts,hashtags,tweet_text
2021-03-26 22:06:11,LeighYoungArt,Illustrator and Graphic Designer,Canada,16092,2009-03-12 15:43:15,0,"[{'text': 'covidfatigue', 'indices': [87, 100]}]",That too-much-to-choose-from-and-you-don’t-really-feel-like-watching-anything feeling. #covidfatigue https://t.co/9oFPUT3bTD
2021-03-26 21:41:25,TravNastyART,World famous GAN Artist 🚀👨🏻‍🚀🌝 #NFT & #cryptocurrency enthusiast @CptTravNasty,,2702,2021-01-05 00:37:46,4,[],"Every year I treat myself to some 'just for fun' artwork for my birthday. Here's 2021's - ""Pandemic Birthday 2.0""💀💀💀 

#2021birthday #pandemicfatigue #artistsontwitter https://t.co/RyM5c4VLui"
2021-03-26 21:40:32,cynemical,▪️ 2D Artist  ▪️,"Los Angeles, CA",844,2017-12-08 05:46:40,4,"[{'text': '2021birthday', 'indices': [119, 132]}, {'text': 'pandemicfatigue', 'indices': [133, 149]}, {'text': 'artistsontwitter', 'indices': [150, 167]}]","Every year I treat myself to some 'just for fun' artwork for my birthday. Here's 2021's - ""Pandemic Birthday 2.0""💀💀💀 

#2021birthday #pandemicfatigue #artistsontwitter https://t.co/RyM5c4VLui"
2021-03-26 20:46:57,MikeHakanson2,my schedule is Monday- Saturday https://t.co/br5m4SzAsN,United States,36402,2017-04-22 18:32:49,11,"[{'text': 'JerseyShore', 'indices': [14, 26]}]",#JerseyShore amusement rides are ready to open Saturday. Are you ready to ride? My stories from @JenksBoardwalk &amp; @CasinoPier_BWB tonight @NBCNewYork #pandemicfatigue https://t.co/Un1JlqpIC9
2021-03-26 20:38:06,PinkNerd3,"IT Systems/ Change Analyst studying MSc Computer Science, AI and Cybersecurity 🤓😎 #pinknerd #techlover 🖥 💃🏿",United Kingdom,1347,2011-04-26 18:11:29,0,"[{'text': 'lockdown', 'indices': [193, 202]}, {'text': 'lockdown2021', 'indices': [203, 216]}, {'text': 'life', 'indices': [217, 222]}, {'text': 'FridayThoughts', 'indices': [223, 238]}, {'text': 'FridayFeeling', 'indices': [239, 253]}, {'text': 'pandemicfatigue', 'indices': [254, 270]}, {'text': 'weekend', 'indices': [271, 279]}]","I look forward to the weekends... Friday night takeaway, fall asleep on the sofa, go to bed with indegestion... wake up with acid reflux, study, eat again, afternoon nap on the sofa... repeat. #lockdown #lockdown2021 #life #FridayThoughts #FridayFeeling #pandemicfatigue #weekend https://t.co/gKuzgsYKaL"
2021-03-26 20:23:56,KT_Express,From East Falls to the Jersey Shore. Proud husband and father. Dedicated fan of all Philadelphia sports.,On the Jersey Shore,3245,2011-05-25 01:08:33,11,"[{'text': 'JerseyShore', 'indices': [14, 26]}]",#JerseyShore amusement rides are ready to open Saturday. Are you ready to ride? My stories from @JenksBoardwalk &amp; @CasinoPier_BWB tonight @NBCNewYork #pandemicfatigue https://t.co/Un1JlqpIC9
2021-03-26 20:23:14,JaniceHuff4ny,"Chief Meteorologist at WNBC-New York since 1996. Born in Harlem, raised in Columbia, SC, proud graduate of Florida State University. AMS Fellow.",New York,48192,2010-07-24 00:50:12,11,"[{'text': 'JerseyShore', 'indices': [14, 26]}]",#JerseyShore amusement rides are ready to open Saturday. Are you ready to ride? My stories from @JenksBoardwalk &amp; @CasinoPier_BWB tonight @NBCNewYork #pandemicfatigue https://t.co/Un1JlqpIC9
2021-03-26 20:22:52,TaraShea67,Life is too short not to be laughing!,Jersey Shore,281,2008-10-28 16:29:14,11,"[{'text': 'JerseyShore', 'indices': [14, 26]}]",#JerseyShore amusement rides are ready to open Saturday. Are you ready to ride? My stories from @JenksBoardwalk &amp; @CasinoPier_BWB tonight @NBCNewYork #pandemicfatigue https://t.co/Un1JlqpIC9
2021-03-26 20:22:36,JenksBoardwalk,"One of the Jersey Shore's iconic family fun destinations. From rides, beach, & aquarium, to dining, games & arcades there's always something happening here!","Point Pleasant Beach, NJ",4974,2009-04-22 17:00:57,11,"[{'text': 'JerseyShore', 'indices': [14, 26]}]",#JerseyShore amusement rides are ready to open Saturday. Are you ready to ride? My stories from @JenksBoardwalk &amp; @CasinoPier_BWB tonight @NBCNewYork #pandemicfatigue https://t.co/Un1JlqpIC9
2021-03-26 19:56:02,KasanConsulting,,vancouver,34473,2010-04-18 13:50:19,13,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}]",Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue
2021-03-26 19:53:50,RayA574,"Married,animal lover,retired Paterson, NJ firefighter. Fishing Jersey shore😎 Flyers🏒Beatles/Pink Floyd🌞 Yankees & Phillies⚾️ Eagles & Jets 🏉 #Resist",NW Jersey,28651,2012-03-20 15:35:59,11,"[{'text': 'JerseyShore', 'indices': [14, 26]}]",#JerseyShore amusement rides are ready to open Saturday. Are you ready to ride? My stories from @JenksBoardwalk &amp; @CasinoPier_BWB tonight @NBCNewYork #pandemicfatigue https://t.co/Un1JlqpIC9
2021-03-26 19:48:50,brian4NY,"Newsguy since CO2 of 323ppm/@NBCNewYork Jersey Guy-Love jughandles, politicos, Shore, SourDo bread-not in that order RT's not endorsement-Like thought provoking","ÜT: 40.854982,-73.968413",40945,2009-02-26 11:39:08,11,"[{'text': 'JerseyShore', 'indices': [14, 26]}]",#JerseyShore amusement rides are ready to open Saturday. Are you ready to ride? My stories from @JenksBoardwalk &amp; @CasinoPier_BWB tonight @NBCNewYork #pandemicfatigue https://t.co/Un1JlqpIC9
2021-03-26 19:38:05,BeFirsttoKnow,Website focusing on everything from entertainment to travel. Fun stuff for fun people. Join our community now and help shape the site's future!,,23685,2012-07-03 21:08:18,3,"[{'text': 'HEALTH', 'indices': [102, 109]}, {'text': 'MentalHealth', 'indices': [110, 123]}, {'text': 'NEWS', 'indices': [124, 129]}]",Mental Health of the World Study — See Who’s Most At Risk https://t.co/eEnL8LNbkA #HEALTH #MentalHealth #NEWS #COVIDFatigue https://t.co/beZlO9HJTV
2021-03-26 19:35:32,hlworks,Writing about new ways to live better and save money.,"California, USA",5703,2012-02-23 22:06:42,3,"[{'text': 'HEALTH', 'indices': [102, 109]}, {'text': 'MentalHealth', 'indices': [110, 123]}, {'text': 'NEWS', 'indices': [124, 129]}]",Mental Health of the World Study — See Who’s Most At Risk https://t.co/eEnL8LNbkA #HEALTH #MentalHealth #NEWS #COVIDFatigue https://t.co/beZlO9HJTV
2021-03-26 19:35:03,GetParentology,"Launched in 2019, Parentology is your information destination for parenting in the digital age. We cover news, trends, technologies that impact families.",Los Angeles,7339,2019-02-07 17:42:20,3,"[{'text': 'HEALTH', 'indices': [82, 89]}, {'text': 'MentalHealth', 'indices': [90, 103]}, {'text': 'NEWS', 'indices': [104, 109]}, {'text': 'COVIDFatigue', 'indices': [110, 123]}]",Mental Health of the World Study — See Who’s Most At Risk https://t.co/eEnL8LNbkA #HEALTH #MentalHealth #NEWS #COVIDFatigue https://t.co/beZlO9HJTV
2021-03-26 19:22:19,anthea_jh,,Here,46110,2012-03-25 22:21:11,13,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}]",Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue
2021-03-26 19:03:17,BruSpective,News junkie/weather nerd/photog/musician. Former Anthropomorphic test device. Might help explain my perspective. I also put Sriracha on everything!,"Greater Vancouver, B.C.",6102,2013-08-05 23:32:18,1,"[{'text': 'pandemicfatigue', 'indices': [138, 154]}]","Lynda, I feel it too, but more like dragging myself hand over fist to reach the finish line! Also the finish line keeps moving.  😨
       #pandemicfatigue https://t.co/j1RjUN2jlV"
2021-03-26 18:58:33,allan_crawshaw,"Senior Citizen, Humanist, Socialist, Anti-War, Anti-poverty, Environmentalist, Anti- Trump, Pro-Worker, Love the Arts, Charity, Civil Rights, Social Justice","Victoria, B.C.",522840,2016-03-01 22:41:25,13,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}]",Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue
2021-03-26 18:39:39,JustinC99,"Family, Faith, Knowledge, Passion, Sports,Insurance Agent and avid politcal junkie. Love the Oilers. BC Lions, golf and my home church.","ÜT: 49.072495,-121.959201",53433,2009-04-17 15:10:04,1,[],"Lately  every morning feels like a Monday morning....at least when you realize it isn't Monday it feels better! 😄
#groundhogday
RT @steeletalk: Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue"
2021-03-26 18:39:28,smitty_mark,"Husband, Father, car guy, woodcarver, golfer, philatelist. Completed a 7700km+ virtual-walk across 🇨🇦 in 2020.",Canada,25567,2012-01-21 20:09:56,1,"[{'text': 'groundhogday', 'indices': [114, 127]}, {'text': 'pandemicfatigue', 'indices': [234, 250]}]","Lately  every morning feels like a Monday morning....at least when you realize it isn't Monday it feels better! 😄
#groundhogday
RT @steeletalk: Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue"
2021-03-26 18:34:52,ayesshh,"Operations Organizer @sfss1 • Global Shaper @worldeconomicforum• Jin, Jîyan, Azadî • Views are mine and evolving • she/her • ☭","Vancouver, British Columbia",26196,2009-05-18 21:54:39,13,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}]",Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue
2021-03-26 18:31:19,bybccda,"Vancouver born/raised, Fraser Valley 25+ yrs. Bybccda = eBay/eBid. R0Misfit. Strive to be a better version of yourself 😉","Fraser Valley, BC",3169,2009-04-19 18:24:54,13,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}]",Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue
2021-03-26 18:30:27,GOBankingRates,GOBankingRates - Helping you #LiveRicher.,"Los Angeles, CA",51644,2009-02-16 16:45:17,0,"[{'text': 'zoom', 'indices': [90, 95]}, {'text': 'pandemicfatigue', 'indices': [96, 112]}, {'text': 'covid19', 'indices': [113, 121]}, {'text': 'wfh', 'indices': [122, 126]}]",“Zoom-Free Fridays” to push back against pandemic fatigue for remote workers? Count us in #zoom #pandemicfatigue #covid19 #wfh https://t.co/8ODAIq0EQc
2021-03-26 18:26:21,CdnSkyDiva,"Go to Zero #Covidzero

https://t.co/20sZFdPtEa",,11055,2016-04-16 03:05:53,13,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}]",Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue
2021-03-26 18:26:10,surreywillis,"Husband, Austin's Daddy, Bulldog Daddy, Surrey resident, Green, Left, Small Business, Political Junkie. Comments = my own. BIPOC Lives Matter. UBI NOW.",Unceded Coast Salish Territory,23786,2020-08-05 02:10:12,13,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}]",Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue
2021-03-26 18:23:46,ThoughtsByMe6,Dosage of sarcasm provokes thought. Don't suffer fools lightly.. Let natural selection take care of that.,,3122,2018-07-19 17:41:20,13,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}]",Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue
2021-03-26 18:22:38,ShiilpsN,"#MentalHealth Consultant, Intergenerational Oral History Researcher, UBC Researcher, #HarmReduction Worker, #SFU: Gender, Sexuality, Women’s Studies","Surrey, BC & Seattle, WA",28497,2009-03-22 23:44:55,13,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}]",Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue
2021-03-26 18:19:56,JanetBrown980,Award-winning CKNW senior reporter,,37130,2011-10-31 20:48:03,13,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}]",Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue
2021-03-26 18:16:53,steeletalk,"CKNW talk show host 3-6pm The Lynda Steele Show. Lifelong news junkie. Curious, grateful, enjoying the journey. Got a story? Guest idea? Email: lynda@cknw.com",CKNW Radio Vancouver,69073,2009-03-03 21:13:33,13,"[{'text': 'pandemicfatigue', 'indices': [90, 106]}]",Friday.  Finally.  Anyone else feel like they're crawling to the finish line these days?  #pandemicfatigue
2021-03-26 18:07:42,LavaletteAstrid,"Humanity is like fingers on a hand, each one is different but we are all connected as ONE.
#poetry #co-author #GH3 🚫 DM
My words are less but my deeds are more","Enschede, Nederland 🇳🇱 ",125583,2016-02-24 16:46:24,1,"[{'text': 'covid19', 'indices': [95, 103]}, {'text': 'covid19sucks', 'indices': [104, 117]}, {'text': 'covidfatigue', 'indices': [118, 131]}]","Taking a break is okay... Covid Fatigue is Real. We all experience it. It’ll

#covid19 #covid19sucks #covidfatigue #takeabreak #begentle #bewell https://t.co/Gp8dqUw4fZ"
2021-03-26 17:55:43,AshleeShutt,"Real Estate Agent @ RLP., J&D Division, Brokerage - The Shutt Team - Founder/Director of Toronto Nonprofit Morgan’s Hands - Licensed Teacher 👩‍🏫- 🌼🌸🌺🌻-","Toronto, Ontario",2822,2013-11-14 01:48:53,1,"[{'text': 'covid19', 'indices': [78, 86]}, {'text': 'covid19sucks', 'indices': [87, 100]}, {'text': 'covidfatigue', 'indices': [101, 114]}, {'text': 'takeabreak', 'indices': [115, 126]}, {'text': 'begentle', 'indices': [127, 136]}, {'text': 'bewell', 'indices': [137, 144]}]","Taking a break is okay... Covid Fatigue is Real. We all experience it. It’ll

#covid19 #covid19sucks #covidfatigue #takeabreak #begentle #bewell https://t.co/Gp8dqUw4fZ"
2021-03-26 17:53:29,Rima040,Zen practitioner | Economist| Investor| Advisor| Novelist| Tech Investment Banker| Views are personal |Contact info: rima.smca@gmail.com|,"Manhattan, New York",387,2014-01-24 11:12:38,0,"[{'text': 'workfromhome', 'indices': [61, 74]}, {'text': 'burnedoutemployees', 'indices': [75, 94]}, {'text': 'burnout', 'indices': [95, 103]}, {'text': 'pandemicfatigue', 'indices': [104, 120]}, {'text': 'nomoreremotework', 'indices': [121, 138]}, {'text': 'wewanttoresumeworkatsite', 'indices': [139, 164]}]","Hey you. Yes, you. Stop overworking https://t.co/DS24YdhePW  #workfromhome #burnedoutemployees #burnout #pandemicfatigue #nomoreremotework #wewanttoresumeworkatsite"
2021-03-26 17:52:39,JasonBXNY0619,Independent transit advocate & Twitter handle for @TCOEW Born in Bx NY. Transit advocate 🏳️‍🌈🇵🇷always on the know. Twits & RTs represent own opinion,Bronx NY & Brooklyn NY,123521,2009-05-26 18:10:14,11,"[{'text': 'JerseyShore', 'indices': [14, 26]}]",#JerseyShore amusement rides are ready to open Saturday. Are you ready to ride? My stories from @JenksBoardwalk &amp; @CasinoPier_BWB tonight @NBCNewYork #pandemicfatigue https://t.co/Un1JlqpIC9
2021-03-26 17:10:07,AgeingWellBH,"We help people aged 50+ in Brighton & Hove find activities, groups, trips, befriending, and information in order to get the best from life.
T:  07770 061 072",Brighton & Hove,2511,2019-08-21 09:38:48,0,"[{'text': 'brightonandhove', 'indices': [96, 112]}, {'text': 'letsconnect', 'indices': [113, 125]}, {'text': 'communitysupport', 'indices': [126, 143]}, {'text': '50plusandfabulous', 'indices': [144, 162]}, {'text': 'loneliness', 'indices': [163, 174]}, {'text': 'covidfatigue', 'indices': [175, 188]}, {'text': 'isolationlife', 'indices': [189, 203]}, {'text': 'isolationcreation', 'indices': [204, 222]}, {'text': 'thingstodo', 'indices': [223, 234]}, {'text': 'activities', 'indices': [235, 246]}]","Download your activity pack now courtesy of The Hop 50+ Community team. https://t.co/cbh3EKjHTa
#brightonandhove #letsconnect #communitysupport #50plusandfabulous #loneliness #covidfatigue #isolationlife #isolationcreation #thingstodo #activities https://t.co/2EwCSU8tFn"
2021-03-26 16:42:22,TinaHock2,,"Chicago, IL",590,2012-04-04 23:31:07,1,"[{'text': 'HappyFriday', 'indices': [21, 33]}, {'text': 'Maryville', 'indices': [97, 107]}]","#HappyFriday! Our amazing Exec Dir Sr. Cathy launched ""Friday Surprise"" for #Maryville's staff last wk as a way to keep our spirits up &amp; to combat #covidfatigue. It was #icecream last Friday &amp; today, it's #proteinbars with a very special sticker. 
What a great #pickmeupper! https://t.co/rXfS8XV25q"
2021-03-26 16:30:58,NVCCounsellor,Compassionate Counselling for Stressful Times: for women who want compassionate & effective ways to cope with stress and feel better about themselves.,"Leeds and Grenville, Ontario",10057,2009-03-12 11:46:07,0,"[{'text': 'mentalhealth', 'indices': [213, 226]}, {'text': 'TalkWellness', 'indices': [227, 240]}, {'text': 'PandemicFatigue', 'indices': [241, 257]}]","Why it so important to fully metabolize our stress and understand the difference between stress and stressor?

Read the full article: Soothe, Discharge &amp; Nourish ~ Bend: The Podcast
▸ https://t.co/d1K13UUDvL

#mentalhealth #TalkWellness #PandemicFatigue https://t.co/Dx0hmVnSoG"
2021-03-26 16:11:24,pegmeerkatz,Rebel W A CAUSE! MS 35+yrs Stage 4 Breast/Lymph Node Cancer 18yrs sober pro-marijuana legalization Asperger's ADHD Learning Disabilities DON'T WANT RELATIONSHIP,"Fuquay-Varina, NC",357313,2008-09-27 00:41:04,11,"[{'text': 'JerseyShore', 'indices': [14, 26]}]",#JerseyShore amusement rides are ready to open Saturday. Are you ready to ride? My stories from @JenksBoardwalk &amp; @CasinoPier_BWB tonight @NBCNewYork #pandemicfatigue https://t.co/Un1JlqpIC9
2021-03-26 16:09:41,NBCNewYork,Get breaking news and Storm Team 4 weather updates. Plus stories from New York's biggest investigative unit. News tip or question? tips@nbcnewyork.com,"New York, NY",239467,2008-08-15 16:16:53,11,"[{'text': 'JerseyShore', 'indices': [14, 26]}]",#JerseyShore amusement rides are ready to open Saturday. Are you ready to ride? My stories from @JenksBoardwalk &amp; @CasinoPier_BWB tonight @NBCNewYork #pandemicfatigue https://t.co/Un1JlqpIC9
2021-03-26 16:09:35,brian4NY,"Newsguy since CO2 of 323ppm/@NBCNewYork Jersey Guy-Love jughandles, politicos, Shore, SourDo bread-not in that order RT's not endorsement-Like thought provoking","ÜT: 40.854982,-73.968413",40945,2009-02-26 11:39:08,11,"[{'text': 'JerseyShore', 'indices': [0, 12]}, {'text': 'pandemicfatigue', 'indices': [154, 170]}]",#JerseyShore amusement rides are ready to open Saturday. Are you ready to ride? My stories from @JenksBoardwalk &amp; @CasinoPier_BWB tonight @NBCNewYork #pandemicfatigue https://t.co/Un1JlqpIC9
2021-03-26 15:46:12,CanLightSource,"Scientists from around the world use our synchrotron, the brightest light in Canada, for ground-breaking research in health, agriculture, environment and energy","Saskatoon, Canada",8678,2011-02-10 18:48:16,1,"[{'text': 'pandemic', 'indices': [32, 41]}, {'text': 'workingfromhome', 'indices': [60, 76]}, {'text': 'masks', 'indices': [86, 92]}, {'text': 'socialdistancing', 'indices': [94, 111]}, {'text': 'pandemicfatigue', 'indices': [172, 188]}, {'text': 'Science', 'indices': [227, 235]}, {'text': 'staysafe', 'indices': [270, 279]}]","It's been over a year since the #pandemic began. We've been #workingfromhome, wearing #masks, #socialdistancing &amp; more to keep our communities safe. As the world faces #pandemicfatigue, we encourage you to remain vigilant. #Science gives us all hope for the future. #staysafe https://t.co/NMPqOXpoEJ"
2021-03-26 15:22:32,usask_CME,,,522,2017-08-30 21:31:26,0,"[{'text': 'PandemicFatigue', 'indices': [15, 31]}, {'text': 'COVID19', 'indices': [125, 133]}]",It’s all about #PandemicFatigue in the 2nd set of short snappers. Dal Lynds speaks on successes &amp; challenges in treating #COVID19 in rural Sask as he details My Rural Crusade Against the Evil COVID. https://t.co/mNmiYO2CrH
2021-03-26 14:51:25,MaryvilleAcadem,"Maryville's mission since 1883 is to help children and families reach their fullest potential by empowering intellectual, spiritual, moral & emotional growth.","Des Plaines, IL",1215,2013-08-26 19:17:59,1,"[{'text': 'HappyFriday', 'indices': [0, 12]}, {'text': 'Maryville', 'indices': [76, 86]}, {'text': 'covidfatigue', 'indices': [151, 164]}, {'text': 'icecream', 'indices': [173, 182]}, {'text': 'proteinbars', 'indices': [213, 225]}, {'text': 'pickmeupper', 'indices': [269, 281]}]","#HappyFriday! Our amazing Exec Dir Sr. Cathy launched ""Friday Surprise"" for #Maryville's staff last wk as a way to keep our spirits up &amp; to combat #covidfatigue. It was #icecream last Friday &amp; today, it's #proteinbars with a very special sticker. 
What a great #pickmeupper! https://t.co/rXfS8XV25q"
2021-03-26 14:40:14,vannobrien,The voices in my head become stories. What else would I do with them?,"Austin, TX",245,2009-03-19 13:57:49,0,"[{'text': 'pandemicfatigue', 'indices': [80, 96]}]","I want to go to the movies. Or eat at a restaurant. Or, you know, put on pants. #pandemicfatigue"
2021-03-26 14:11:02,roseficke,"Seeker of truth, lover of justice, purveyor of hope. 🇨🇦 Camino de Santiago alum. Next up: the Via Francigena. #SPNFamily",Beautiful British Columbia,48869,2009-05-19 17:57:24,2,"[{'text': 'PandemicFatigue', 'indices': [25, 41]}]","Hang in there, folks...

#PandemicFatigue https://t.co/HEauOz0toq"
2021-03-26 13:04:10,elfin_market,"We’re building an affordable alternative to credit cards.💰 Same borrowing flexibility, minus the sky-high prices. 🚀#fintech #p2plending",United Kingdom,345,2017-11-17 10:20:36,0,"[{'text': 'pandemicfatigue', 'indices': [133, 149]}, {'text': 'solutions', 'indices': [150, 160]}, {'text': 'workingfromhome', 'indices': [161, 177]}]","Great to see big banking institutes taking employee wellbeing seriously 🙌

'“We are all feeling the weariness,” wrote Ms. Fraser...

#pandemicfatigue #solutions #workingfromhome 

https://t.co/wz2H565TTc"
2021-03-26 10:45:06,BMLeadership,Leadership Mentor | Performance Coach | Keynote Speaker | Best Selling Author. https://t.co/bupO7c5QUt #LeadOn,"Hertfordshire, UK",10748,2011-06-15 10:43:23,0,"[{'text': 'pandemicfatigue', 'indices': [106, 122]}, {'text': 'Leadership', 'indices': [123, 134]}, {'text': 'Remoteteams', 'indices': [135, 147]}, {'text': 'COVID19', 'indices': [148, 156]}]","In the first of a 2-part blog series I'm sharing some tips for all you leaders out there to help beat the #pandemicfatigue #Leadership #Remoteteams #COVID19
https://t.co/eYfKErhzim https://t.co/gv7P7xR3kL"
2021-03-26 10:09:20,waldenwriter,"I am a writer of speculative fiction, a weaver of worlds and the fates of those in them. I want to impact people, to enchant them, and to get them reading.","San Diego, CA",3780,2009-06-04 17:03:19,0,"[{'text': 'COVID19', 'indices': [29, 37]}, {'text': 'covidblues', 'indices': [38, 49]}, {'text': 'orangetier', 'indices': [50, 61]}]",C'mon SD...let's get there!! #COVID19 #covidblues #orangetier // https://t.co/C8YsIFD7Rv
2021-03-26 10:06:09,waldenwriter,"I am a writer of speculative fiction, a weaver of worlds and the fates of those in them. I want to impact people, to enchant them, and to get them reading.","San Diego, CA",3780,2009-06-04 17:03:19,0,"[{'text': 'FirstWorldProblems', 'indices': [21, 40]}, {'text': 'covidblues', 'indices': [41, 52]}, {'text': 'acnh', 'indices': [53, 58]}, {'text': 'AnimalCrossingNewHorizons', 'indices': [59, 85]}]",Man don't I know it. #FirstWorldProblems #covidblues #acnh #AnimalCrossingNewHorizons (Source: https://t.co/6f1FlO8icF) https://t.co/e05HF2CcxA
2021-03-26 09:41:16,ThePeopleGuru,Mom. HR. Contributor at Global News Morning. Hoping for peace on earth and love for one and all.,"Montreal, Quebec, Canada",1991,2012-03-25 01:14:05,1,[],"Just your midday reminder to take a well-deserved break...  

There's absolutely nothing productive about burning yourself out.  😏 

#WHC #dailyreminder #takeabreak #breaktime #selflove #takebreaks #smallbusinessowner #wfh #workfromhome #wfhlife #covidblues #mtlmoments https://t.co/gubsh3foVa"
2021-03-26 09:39:00,CorcaighO,Níl mé ach fear amháin ó Corcaigh,Cork,5757,2019-11-13 10:03:26,2,[],"Here's a good one for the media to have a look at? @alisonoconn @TodaywithClaire @KatieGHannon . Two of our best scientists differing &amp; debating ""pandemic fatigue""... I would like to hear more...Are we talking ourselves into something? #COVID19ireland #pandemicfatigue https://t.co/mCkbYKTijA"
2021-03-26 09:34:35,ThingsYouNeed2K,Giving you the facts for ALL the things you need to know that are currently trending and relevant: Right now: it's Corona virus.,,34860,2020-03-10 09:02:36,2,[],"Here's a good one for the media to have a look at? @alisonoconn @TodaywithClaire @KatieGHannon . Two of our best scientists differing &amp; debating ""pandemic fatigue""... I would like to hear more...Are we talking ourselves into something? #COVID19ireland #pandemicfatigue https://t.co/mCkbYKTijA"
2021-03-26 09:00:51,MaryinKenmare,Writer & producer for TV/video. Blew back to the Kingdom. Work @stopwatch_tv https://t.co/wGLlb1R9Vc. Amateur champion of local food & makers with https://t.co/R5nTpA0wer,"Kenmare, Kerry, Ireland",2752,2011-09-19 12:01:37,2,"[{'text': 'COVID19ireland', 'indices': [240, 255]}, {'text': 'pandemicfatigue', 'indices': [256, 272]}]","Here's a good one for the media to have a look at? @alisonoconn @TodaywithClaire @KatieGHannon . Two of our best scientists differing &amp; debating ""pandemic fatigue""... I would like to hear more...Are we talking ourselves into something? #COVID19ireland #pandemicfatigue https://t.co/mCkbYKTijA"
2021-03-26 07:20:06,mindfulenglish,Classroom Management through a Social and Emotional Learning Lens ✨https://t.co/G1wIXMapyQ,Spain,155,2017-07-24 10:31:18,0,"[{'text': 'pandemicfatigue', 'indices': [80, 96]}, {'text': 'wellbeing', 'indices': [97, 107]}]",9 Mindfulness Exercises to Help you Manage COVID Stress https://t.co/iD3Ytchzmx #pandemicfatigue #wellbeing
2021-03-26 04:29:08,watergrrl13,"Sports, literature, food, travel, beer, whisky.....","Chicago, IL",3351,2011-07-02 08:31:55,0,"[{'text': 'staythecourse', 'indices': [198, 212]}, {'text': 'covidfatigue', 'indices': [213, 226]}]",Im exhausted.  With work. With the pandemic. With the thought of returning to being SOCIAL again. With not knowing when I’ll be vaccinated. With the pain of missing my family. But the end is near.  #staythecourse #covidfatigue
2021-03-26 03:53:08,azharieazharou,I code everyday.  Software engineer at Tokopedia,"Jakarta Selatan, DKI Jakarta",3298,2010-05-31 10:58:43,0,"[{'text': 'PandemicFatigue', 'indices': [56, 72]}]",I just reviewing one of team mate‘s code and find this. #PandemicFatigue https://t.co/KJ2RcdNA1Y
2021-03-26 03:46:09,michp13,"Mom of 2 boys with a Passion for all things Travel related, and just a lover of news in general!",,631,2010-06-05 00:09:11,0,"[{'text': 'lockdown', 'indices': [153, 162]}, {'text': 'covidfatigue', 'indices': [163, 176]}]","1 year ago today we thought we were in for 3 weeks of lockdown.... 365 days later and we’re still going, at a lower level but still with restrictions. 😩😷#lockdown #covidfatigue"
2021-03-26 03:26:07,nonadinamoni,,"Phoenix, US",12020,2010-05-18 06:35:07,0,"[{'text': 'One', 'indices': [3, 7]}, {'text': 'One', 'indices': [18, 22]}, {'text': 'Mammotty', 'indices': [59, 68]}, {'text': 'mamookka', 'indices': [69, 78]}, {'text': 'movie', 'indices': [79, 85]}, {'text': 'covidblues', 'indices': [86, 97]}]","To #One or not to #One as it is releasing in Phoenix, USA! #Mammotty #mamookka #movie #covidblues"
2021-03-26 02:50:02,YounesAouad,"Faith, Family, Life, Music, Art, Science, Sports, Food & Pursuit of Happiness 🇲🇦. #Coexist #BlackLivesMatter #TogetherBlue | Not 🐴 Nor 🐘",#Fez,9157,2009-05-12 18:30:00,0,"[{'text': 'CovidFatigue', 'indices': [25, 38]}, {'text': 'Sigh', 'indices': [39, 44]}]",13 months and counting.. #CovidFatigue #Sigh 🤦🏻‍♂️
2021-03-25 23:37:33,Brian_dub_,“the music gets louder. the lights swirl faster. and the chap who freaks out just hasn’t passed the acid test” 38 @chembros shows since ‘97 #NoGeography,"Dublin,Ireland",5739,2009-01-23 23:13:12,0,"[{'text': 'covidfatigue', 'indices': [18, 31]}]","I definitely have #covidfatigue in month 3 of this lockdown, but I’m still following the rules and not being a dick. But I might drive 6km more than I’m allowed for a McDonald’s tomorrow."
